Year,Tool_Name,Industry,Purpose,Region,Users_Count,Daily_Usage_Hours,Productivity_Gain_Percent,Satisfaction_Level
2022,Adobe Firefly,Healthcare,Data Analysis,Africa,135856,3.73,57.1,3
2021,Murf AI,E-commerce,Image Generation,Oceania,107168,1.22,27.7,4
2021,Pictory,Finance,Content Writing,Africa,63482,1.88,63.8,2
2025,Notion AI,E-commerce,Content Writing,Oceania,95185,3.72,40.0,3
2023,Stable Diffusion,Design,Content Writing,South America,105368,4.75,36.3,1
2025,Codeium,Education,Presentations,Oceania,49248,4.0,49.9,5
2022,Google Gemini,Marketing,Content Writing,South America,70387,2.11,9.4,1
2024,Notion AI,Media,Coding,Asia,36463,3.61,54.6,2
2023,GrammarlyGO,E-commerce,Research,North America,71289,2.87,63.1,2
2021,DALL-E,Healthcare,Image Generation,Africa,82211,3.68,57.2,3
2023,Jasper AI,Education,Design,Asia,62190,1.14,53.6,3
2022,Perplexity AI,Design,Image Generation,South America,17399,0.92,57.3,1
2022,Gamma AI,Design,Design,Asia,114914,1.04,25.7,1
2024,Canva Magic Write,Education,Design,Oceania,102804,3.46,53.4,1
2024,DALL-E,Education,Data Analysis,Oceania,70239,1.48,43.6,1
2025,Otter.ai,Media,Research,South America,118358,4.56,8.7,3
2022,DeepL Write,Media,Coding,Asia,89837,3.47,11.0,3
2024,Runway ML,Marketing,Design,Africa,28712,1.74,28.1,4
2025,Otter.ai,E-commerce,Presentations,Asia,94259,3.22,27.0,1
2021,Claude,E-commerce,Coding,Europe,63122,0.62,52.7,4
2023,Pictory,Education,Coding,North America,128011,1.64,32.7,5
2023,GitHub Copilot,E-commerce,Research,Oceania,48504,0.57,29.3,5
2022,Copy.ai,Marketing,Meeting Notes,Asia,119074,4.74,44.6,2
2023,Durable AI,Media,Content Writing,North America,115521,1.24,31.8,5
2024,Descript,E-commerce,Design,South America,125454,3.83,13.8,4
2023,Otter.ai,Media,Data Analysis,North America,53087,2.33,63.9,1
2025,Adobe Firefly,E-commerce,Image Generation,North America,53285,0.62,37.6,3
2021,Perplexity AI,Design,Design,Africa,75087,3.77,48.2,2
2024,Notion AI,Education,Data Analysis,Africa,54273,2.29,27.8,5
2025,Canva Magic Write,Marketing,Content Writing,North America,37104,1.27,35.5,3
2023,Adobe Firefly,E-commerce,Data Analysis,Africa,62499,1.56,24.4,1
2023,Claude,Healthcare,Meeting Notes,Africa,88218,3.14,12.4,1
2021,Tome AI,Media,Content Writing,Europe,84080,0.66,62.2,4
2023,Adobe Firefly,Marketing,Research,Africa,65599,3.12,43.5,1
2023,Tabnine,Design,Data Analysis,Europe,73850,3.35,23.2,4
2024,Adobe Firefly,Marketing,Design,South America,106341,3.62,42.8,2
2023,Adobe Firefly,Education,Content Writing,Europe,47552,1.77,23.5,1
2024,Notion AI,Media,Coding,Asia,112529,4.75,14.0,5
2021,QuillBot,Finance,Presentations,North America,90144,1.03,61.8,1
2021,Synthesia,Marketing,Design,South America,98544,1.25,41.5,3
2024,Adobe Firefly,Software Development,Meeting Notes,South America,92217,3.6,46.8,5
2025,Midjourney,Media,Data Analysis,Asia,75118,3.04,22.4,5
2022,Google Gemini,Design,Image Generation,Asia,80695,2.42,62.6,2
2024,ChatGPT,Finance,Data Analysis,South America,115730,1.19,46.3,1
2023,Copy.ai,Education,Design,South America,71977,4.89,13.8,1
2023,Fireflies.ai,E-commerce,Data Analysis,South America,81293,0.74,50.7,2
2023,Canva Magic Write,Software Development,Data Analysis,North America,76769,4.6,32.7,2
2023,Copy.ai,Finance,Research,Oceania,68897,3.7,8.5,3
2025,Durable AI,Marketing,Research,Oceania,33802,3.07,43.0,5
2023,Wordtune,Marketing,Design,Europe,43232,3.66,13.2,2
2025,DALL-E,Software Development,Research,Oceania,102691,1.24,58.0,2
2024,Claude,Finance,Design,North America,58487,1.57,22.1,3
2025,Gamma AI,Healthcare,Presentations,North America,61283,0.59,34.2,4
2023,Durable AI,Design,Content Writing,Asia,102461,3.46,12.6,2
2021,Wordtune,Design,Meeting Notes,South America,126617,4.77,55.8,1
2023,Gamma AI,Software Development,Design,South America,96990,4.68,39.0,5
2021,Writesonic,Marketing,Research,South America,96160,1.24,43.2,5
2022,Codeium,Design,Design,Oceania,108074,2.75,11.9,1
2023,Tome AI,Education,Presentations,Europe,108618,2.04,60.5,2
2024,Copy.ai,Marketing,Data Analysis,North America,114189,1.56,29.0,1
2021,Fireflies.ai,Healthcare,Content Writing,Asia,152916,4.51,46.0,1
2024,Stable Diffusion,Design,Presentations,Europe,75074,3.26,22.2,2
2022,Murf AI,E-commerce,Meeting Notes,South America,125597,3.62,32.4,2
2021,Beautiful.ai,E-commerce,Data Analysis,Europe,141775,4.7,11.6,4
2021,Cursor AI,Design,Presentations,South America,59000,4.18,24.7,1
2022,Looka AI,Finance,Meeting Notes,Africa,70386,1.71,36.6,5
2024,Tome AI,Design,Meeting Notes,Africa,80637,0.56,36.0,1
2024,Adobe Firefly,Education,Meeting Notes,Africa,67206,3.38,22.8,5
2021,DeepL Write,Media,Design,Europe,125308,1.05,17.1,1
2022,ChatGPT,Finance,Data Analysis,Europe,105711,4.13,47.1,3
2022,Claude,E-commerce,Research,South America,92201,0.82,24.5,3
2023,Looka AI,E-commerce,Coding,Asia,49445,2.72,38.5,3
2025,Gamma AI,Healthcare,Meeting Notes,Europe,57237,1.98,28.2,4
2024,Adobe Firefly,Healthcare,Meeting Notes,Oceania,96455,1.75,60.1,4
2021,Descript,Education,Presentations,North America,98417,4.78,26.6,1
2024,Durable AI,E-commerce,Content Writing,Asia,84576,4.72,58.0,5
2025,Tome AI,Healthcare,Coding,Africa,15420,0.78,30.4,2
2024,Canva Magic Write,Marketing,Presentations,Asia,87256,1.21,57.0,4
2025,GitHub Copilot,Marketing,Presentations,Europe,171557,3.48,55.8,2
2024,DeepL Write,Finance,Meeting Notes,North America,94602,2.36,42.8,5
2022,Google Gemini,Design,Design,Europe,100205,1.05,46.4,2
2021,Notion AI,Media,Presentations,Oceania,98665,1.38,14.7,1
2024,Wordtune,E-commerce,Coding,North America,54439,1.08,8.1,2
2024,Jasper AI,Finance,Content Writing,Europe,111274,2.72,17.2,2
2023,Durable AI,Finance,Presentations,North America,109553,0.69,9.1,5
2023,Durable AI,Design,Content Writing,Oceania,60712,0.8,20.7,4
2021,Descript,E-commerce,Coding,Oceania,44244,2.74,42.6,2
2024,Google Gemini,Design,Coding,South America,40671,1.33,62.7,1
2025,Synthesia,Marketing,Presentations,Asia,65056,3.2,39.7,3
2023,Tabnine,Media,Coding,North America,34420,2.84,47.7,4
2022,Midjourney,E-commerce,Content Writing,Oceania,25602,3.6,17.8,1
2021,Notion AI,Marketing,Image Generation,South America,2927,4.39,44.0,1
2022,DeepL Write,Design,Presentations,Europe,82101,2.8,14.6,1
2021,Beautiful.ai,Software Development,Design,Africa,54237,1.88,16.1,1
2023,Adobe Firefly,Healthcare,Presentations,Africa,89661,3.55,19.8,3
2023,Codeium,Finance,Design,South America,107753,1.26,36.9,3
2024,ChatGPT,Marketing,Coding,Oceania,74961,2.27,9.0,4
2025,Canva Magic Write,Design,Design,South America,160623,3.25,47.3,2
2023,Synthesia,E-commerce,Coding,Europe,48640,1.49,8.6,4
2022,Perplexity AI,Marketing,Meeting Notes,North America,90419,4.23,54.8,4
2021,Midjourney,Software Development,Presentations,Africa,134758,4.26,35.7,1
2024,Adobe Firefly,Design,Image Generation,Asia,114894,2.42,18.5,1
2021,Synthesia,Design,Meeting Notes,North America,63229,4.32,58.3,1
2023,Tabnine,Media,Meeting Notes,Europe,57998,2.12,53.8,4
2023,Fireflies.ai,Marketing,Coding,Asia,80094,4.54,19.6,4
2024,DeepL Write,Healthcare,Presentations,South America,107452,4.85,11.8,3
2025,QuillBot,E-commerce,Image Generation,Asia,14593,3.35,12.2,2
2025,Phind,Marketing,Meeting Notes,Oceania,118002,2.34,64.8,3
2024,Wordtune,Finance,Meeting Notes,North America,67242,2.93,26.3,5
2024,Gamma AI,E-commerce,Coding,Europe,62939,2.05,11.9,5
2021,DALL-E,Software Development,Image Generation,Asia,46310,2.04,34.5,3
2024,Midjourney,Healthcare,Image Generation,Asia,108911,3.63,8.5,1
2022,DeepL Write,Healthcare,Data Analysis,South America,120246,1.32,45.7,3
2023,Tabnine,Software Development,Image Generation,South America,75955,4.08,52.1,4
2023,Notion AI,Finance,Data Analysis,Africa,81804,2.88,11.8,5
2022,Canva Magic Write,Marketing,Meeting Notes,Africa,95718,3.98,50.8,3
2023,Durable AI,E-commerce,Meeting Notes,Oceania,125674,4.07,37.5,3
2024,Durable AI,Healthcare,Design,Asia,94292,3.22,50.3,4
2022,Runway ML,Software Development,Meeting Notes,Oceania,56167,1.1,19.1,4
2023,Murf AI,Marketing,Data Analysis,Africa,90897,4.57,51.2,1
2024,GitHub Copilot,E-commerce,Research,Europe,95895,3.11,45.3,1
2023,Descript,Healthcare,Image Generation,Asia,87719,3.27,16.9,1
2022,Replit Ghostwriter,E-commerce,Content Writing,South America,110239,2.53,48.8,1
2023,Google Gemini,Finance,Content Writing,Oceania,56570,1.77,21.8,5
2022,Gamma AI,Software Development,Image Generation,Asia,62437,1.31,32.2,5
2022,Murf AI,Education,Presentations,Asia,82468,1.18,12.4,1
2022,Beautiful.ai,Software Development,Coding,Europe,109068,3.57,29.8,2
2022,Looka AI,E-commerce,Image Generation,Europe,97323,4.04,23.5,3
2022,Codeium,Media,Design,Europe,112917,3.55,23.1,3
2023,Cursor AI,Education,Presentations,Asia,87155,1.83,23.4,1
2023,GitHub Copilot,Marketing,Content Writing,Asia,98597,1.2,47.6,1
2022,DeepL Write,Healthcare,Design,Oceania,95896,1.54,45.7,2
2021,Pictory,Finance,Content Writing,North America,40985,4.13,52.3,5
2021,Descript,Design,Design,Asia,61096,0.72,47.8,1
2025,Descript,Marketing,Data Analysis,Europe,99460,2.03,32.6,2
2021,Midjourney,Education,Presentations,Africa,92489,0.48,46.0,3
2022,Tabnine,Design,Coding,South America,35055,1.82,59.2,1
2025,Adobe Firefly,Software Development,Data Analysis,Oceania,72116,4.53,64.8,3
2023,DeepL Write,Finance,Image Generation,Africa,103956,4.18,56.2,4
2023,Tabnine,Marketing,Meeting Notes,South America,96078,0.62,13.4,5
2023,Murf AI,Healthcare,Meeting Notes,South America,35932,4.99,26.6,4
2024,Claude,E-commerce,Content Writing,North America,104703,4.33,64.9,2
2021,Tome AI,Marketing,Image Generation,Oceania,100374,1.44,10.3,5
2024,Descript,Healthcare,Meeting Notes,Oceania,51499,0.41,28.5,5
2022,Claude,Finance,Meeting Notes,Africa,74677,3.98,40.3,2
2022,Murf AI,Software Development,Design,Europe,114453,1.39,8.8,2
2022,Tabnine,Education,Presentations,Oceania,42633,3.89,43.6,5
2025,Jasper AI,Design,Image Generation,North America,93604,2.95,43.6,2
2024,DeepL Write,E-commerce,Data Analysis,Oceania,114729,4.36,41.5,1
2023,Notion AI,Software Development,Image Generation,South America,86346,3.86,33.2,3
2021,Otter.ai,Design,Coding,South America,82717,3.62,30.2,1
2022,ChatGPT,Design,Content Writing,North America,96995,4.66,61.0,4
2024,Descript,Marketing,Design,Oceania,40020,1.91,38.1,3
2022,DALL-E,Design,Design,South America,100765,3.09,11.0,1
2023,Otter.ai,Design,Data Analysis,Africa,108556,2.44,46.5,5
2023,Copy.ai,Finance,Content Writing,Oceania,50232,4.73,17.5,3
2025,Looka AI,Design,Presentations,Oceania,126449,2.65,47.4,2
2025,Canva Magic Write,Design,Presentations,Asia,112343,1.59,16.9,4
2024,Google Gemini,Finance,Research,Oceania,122244,3.29,42.2,5
2024,QuillBot,Marketing,Meeting Notes,Africa,98886,2.44,46.1,3
2025,Midjourney,Marketing,Coding,South America,55605,4.24,17.7,1
2022,DeepL Write,Education,Coding,Asia,128624,4.24,53.8,5
2021,Durable AI,Marketing,Research,North America,107619,4.82,38.5,3
2021,Looka AI,Media,Design,Oceania,6113,1.02,40.6,5
2023,GitHub Copilot,Finance,Design,North America,73101,1.6,60.5,4
2024,Looka AI,Software Development,Design,North America,134664,1.97,11.0,5
2022,Tabnine,Marketing,Research,South America,129190,0.45,32.1,4
2022,Cursor AI,Media,Coding,Asia,87850,4.44,58.3,2
2021,Runway ML,E-commerce,Image Generation,Asia,59251,3.4,20.0,1
2024,Looka AI,Software Development,Data Analysis,Africa,100885,1.65,53.8,5
2023,Durable AI,E-commerce,Coding,South America,57870,4.99,9.7,1
2023,Replit Ghostwriter,Education,Design,Europe,89594,4.87,34.5,1
2024,Stable Diffusion,Design,Design,Asia,106610,4.28,11.6,4
2025,Jasper AI,Education,Data Analysis,Asia,66507,4.88,54.6,4
2023,ChatGPT,Design,Content Writing,North America,76106,4.31,61.5,3
2025,Perplexity AI,Design,Image Generation,Asia,75824,0.63,20.0,5
2021,Gamma AI,Design,Presentations,Africa,59602,1.38,34.7,3
2021,DeepL Write,E-commerce,Meeting Notes,Asia,67265,1.09,16.4,3
2021,Perplexity AI,Design,Content Writing,South America,73453,4.87,51.3,5
2023,Descript,Design,Design,North America,80147,1.61,53.5,2
2021,Notion AI,Software Development,Content Writing,Asia,96383,1.83,25.1,2
2021,Perplexity AI,Finance,Research,South America,67383,1.51,28.3,1
2024,Midjourney,E-commerce,Design,South America,71442,3.47,11.6,5
2021,Looka AI,Design,Coding,Oceania,99850,0.99,27.5,2
2025,GitHub Copilot,Design,Image Generation,Europe,65277,4.36,16.8,2
2025,Canva Magic Write,Marketing,Coding,Oceania,81056,1.72,40.1,1
2024,Perplexity AI,Design,Content Writing,Oceania,56547,4.08,15.8,3
2022,Codeium,E-commerce,Coding,North America,87515,0.98,43.6,5
2025,Murf AI,E-commerce,Data Analysis,Asia,162791,1.59,35.8,2
2021,Cursor AI,Finance,Meeting Notes,Oceania,79582,1.74,54.9,3
2023,Gamma AI,Marketing,Presentations,Asia,57008,0.57,31.9,1
2021,DeepL Write,Marketing,Research,Europe,134165,3.0,46.0,1
2024,QuillBot,Education,Coding,Africa,72362,3.95,57.1,4
2022,Murf AI,Education,Data Analysis,Europe,93813,4.25,64.4,4
2022,Midjourney,Education,Image Generation,North America,24169,4.48,29.2,2
2024,Jasper AI,Education,Research,Africa,80533,3.79,36.1,5
2021,Descript,Media,Content Writing,Africa,39844,2.57,55.8,2
2024,Copy.ai,Finance,Research,North America,110543,2.21,26.7,3
2024,ChatGPT,Software Development,Presentations,South America,71004,2.43,51.5,3
2023,Jasper AI,Healthcare,Presentations,Europe,74698,4.77,18.0,3
2021,Notion AI,Healthcare,Data Analysis,Africa,73004,2.97,41.0,5
2023,Otter.ai,Software Development,Research,North America,148563,1.38,39.5,3
2023,GitHub Copilot,Finance,Image Generation,North America,77228,2.05,45.7,5
2024,Beautiful.ai,Software Development,Meeting Notes,Oceania,88503,1.17,23.9,4
2021,Runway ML,Finance,Image Generation,Africa,49080,1.33,18.4,3
2024,Cursor AI,Design,Coding,North America,65551,4.66,63.3,4
2021,Phind,Education,Content Writing,Asia,107000,2.98,16.2,5
2022,Murf AI,Education,Content Writing,Asia,118538,2.03,13.0,1
2023,Pictory,Education,Design,South America,66604,2.92,56.2,4
2025,Codeium,Marketing,Image Generation,Europe,66063,3.46,20.6,2
2023,DeepL Write,Healthcare,Image Generation,North America,96516,1.33,57.8,5
2025,Phind,Finance,Design,Oceania,56842,0.3,57.6,2
2024,Copy.ai,Education,Coding,Africa,55399,4.03,43.8,1
2024,Adobe Firefly,Finance,Image Generation,Asia,62880,2.45,28.0,4
2022,Runway ML,E-commerce,Content Writing,Europe,95751,0.74,35.7,4
2025,DALL-E,Education,Meeting Notes,Africa,53904,1.42,59.8,3
2023,Durable AI,Education,Meeting Notes,North America,61966,2.5,34.6,2
2023,Tome AI,Healthcare,Presentations,Africa,63794,2.59,32.5,1
2021,Pictory,Healthcare,Data Analysis,Europe,95730,3.11,65.0,4
2022,Codeium,Design,Meeting Notes,South America,66212,4.19,17.7,2
2025,Wordtune,E-commerce,Meeting Notes,Asia,123650,0.44,19.7,5
2025,Jasper AI,Software Development,Meeting Notes,Oceania,86237,3.19,59.9,5
2021,Murf AI,E-commerce,Presentations,North America,18083,2.7,36.6,1
2021,Perplexity AI,Software Development,Data Analysis,North America,19476,4.24,17.2,5
2024,Google Gemini,Healthcare,Content Writing,Europe,133740,0.42,33.6,1
2022,Beautiful.ai,Healthcare,Content Writing,Oceania,64905,3.16,24.0,3
2022,Cursor AI,Media,Meeting Notes,Africa,91885,1.12,29.6,2
2021,Claude,Healthcare,Meeting Notes,Oceania,68499,3.83,15.2,1
2024,Adobe Firefly,Design,Data Analysis,Asia,119714,3.93,21.5,5
2021,Looka AI,E-commerce,Research,Europe,102565,4.67,30.1,2
2024,Runway ML,Finance,Meeting Notes,Africa,137458,0.61,9.1,2
2023,Perplexity AI,Media,Image Generation,Oceania,84942,3.94,21.4,3
2023,Looka AI,Healthcare,Data Analysis,Africa,120876,1.92,9.7,2
2023,Beautiful.ai,Software Development,Data Analysis,Asia,84752,4.69,23.1,5
2022,Stable Diffusion,Marketing,Research,Asia,89567,3.17,46.7,3
2023,Wordtune,Design,Data Analysis,South America,108074,4.75,58.4,5
2023,Gamma AI,E-commerce,Research,Europe,68333,3.77,23.8,2
2021,Google Gemini,Media,Data Analysis,Europe,108281,4.95,25.8,2
2024,Pictory,Finance,Data Analysis,Africa,126180,1.9,12.5,5
2021,Replit Ghostwriter,Marketing,Meeting Notes,North America,32815,1.91,55.6,1
2021,GrammarlyGO,Marketing,Image Generation,North America,70225,4.7,18.6,5
2023,Replit Ghostwriter,Healthcare,Design,Oceania,101214,0.59,13.3,3
2022,Synthesia,Education,Data Analysis,Europe,76284,1.07,41.9,5
2025,GrammarlyGO,Education,Research,Europe,84556,1.46,34.8,5
2023,Otter.ai,Marketing,Data Analysis,North America,11734,3.41,50.8,5
2024,Beautiful.ai,Marketing,Content Writing,Oceania,96000,4.55,54.6,4
2023,DALL-E,Software Development,Meeting Notes,Oceania,127630,3.86,11.2,4
2024,Fireflies.ai,Education,Content Writing,Asia,53532,2.19,58.4,1
2025,Cursor AI,Media,Image Generation,North America,134420,4.51,59.8,4
2024,GrammarlyGO,Software Development,Presentations,Oceania,116068,1.58,18.9,5
2021,Codeium,E-commerce,Presentations,Asia,48811,1.17,27.5,2
2021,DALL-E,Marketing,Coding,Asia,118692,0.86,49.9,5
2025,Otter.ai,Healthcare,Design,Asia,74234,2.8,24.4,2
2023,Gamma AI,Media,Content Writing,North America,24632,3.1,32.7,1
2024,Adobe Firefly,Marketing,Research,Oceania,79940,1.07,14.6,1
2021,Durable AI,Software Development,Coding,Africa,109340,1.92,49.8,1
2023,Replit Ghostwriter,Design,Research,South America,85172,3.4,61.1,5
2025,Adobe Firefly,Software Development,Content Writing,Europe,89920,3.39,59.2,1
2022,Writesonic,Media,Research,Europe,120170,2.18,26.6,1
2024,Perplexity AI,Education,Meeting Notes,South America,78318,3.01,34.4,2
2024,Cursor AI,Education,Content Writing,North America,84801,0.86,63.9,3
2023,Stable Diffusion,Software Development,Design,Asia,127491,0.45,45.5,1
2025,Descript,Media,Design,Oceania,100063,2.8,13.9,3
2021,Canva Magic Write,Healthcare,Design,Africa,89732,1.69,61.5,2
2023,GrammarlyGO,Finance,Presentations,North America,44747,4.15,64.1,2
2023,Cursor AI,Marketing,Meeting Notes,Oceania,24765,0.54,11.0,3
2024,Tabnine,Education,Data Analysis,South America,56188,3.55,34.1,1
2025,Wordtune,E-commerce,Meeting Notes,Oceania,98696,1.49,40.9,5
2022,Runway ML,Finance,Design,Africa,41935,1.99,54.9,4
2022,Otter.ai,Design,Research,Oceania,79190,1.95,28.7,5
2021,Stable Diffusion,Education,Content Writing,Africa,121773,4.09,26.7,2
2025,GrammarlyGO,Education,Design,Europe,36419,4.25,20.6,2
2024,Wordtune,Education,Content Writing,Oceania,6964,2.09,54.1,3
2022,DeepL Write,Education,Content Writing,Africa,69657,2.46,25.3,5
2024,Cursor AI,Healthcare,Content Writing,Africa,116617,4.68,14.8,2
2025,Replit Ghostwriter,Finance,Presentations,South America,87712,2.8,9.9,2
2022,Claude,Healthcare,Content Writing,South America,95476,2.54,31.2,5
2021,Claude,Finance,Design,Oceania,95605,4.86,40.0,1
2024,Phind,Finance,Data Analysis,Oceania,52531,3.66,11.9,4
2024,Tabnine,Finance,Image Generation,Africa,53118,3.18,61.5,4
2025,Pictory,Marketing,Image Generation,Africa,75801,3.41,12.4,3
2025,Wordtune,Education,Image Generation,Europe,103438,2.2,55.5,5
2024,Fireflies.ai,Finance,Design,South America,20501,4.13,42.9,2
2025,Jasper AI,E-commerce,Meeting Notes,Asia,40849,0.8,28.2,2
2023,Gamma AI,Software Development,Design,Africa,60716,2.24,46.5,4
2021,GrammarlyGO,Finance,Data Analysis,North America,65333,2.16,18.4,2
2025,Cursor AI,Education,Data Analysis,Europe,88131,1.04,55.2,1
2021,Google Gemini,Software Development,Data Analysis,Africa,79198,1.09,58.1,2
2021,Stable Diffusion,Media,Meeting Notes,Oceania,66120,2.92,21.2,3
2025,Midjourney,Marketing,Design,Europe,134647,4.8,20.6,1
2025,Midjourney,Software Development,Coding,North America,82552,4.47,61.3,3
2025,Copy.ai,Education,Content Writing,Asia,88757,3.26,31.0,5
2022,Cursor AI,Healthcare,Research,North America,102781,3.84,38.3,4
2024,Perplexity AI,Design,Presentations,Europe,60009,3.74,55.0,4
2023,Copy.ai,Media,Data Analysis,South America,136541,0.99,55.5,1
2023,Fireflies.ai,Media,Research,Europe,118015,2.33,29.6,3
2022,Runway ML,Design,Content Writing,Asia,86210,4.6,22.3,3
2021,Stable Diffusion,Software Development,Data Analysis,Africa,80302,2.72,25.6,4
2021,Codeium,Marketing,Presentations,North America,118569,2.99,26.5,1
2022,Looka AI,Education,Design,North America,79166,3.72,27.7,4
2021,Writesonic,Finance,Data Analysis,South America,94588,3.45,53.9,1
